OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,Longitude,Latitude
282,596080,"4245 ROOSEVELT WY NE, SEATTLE, WA   98105",205,Roosevelt Way Garage #81125,6:00am - 7:30pm,Closed,Closed,GARAGE,6,7,,12,,Standard Parking Plus,(206) 545-9401,,,N,4245 ROOSEVELT WY NE GARAGE,0,,,,,-122.3183008,47.6588416
283,596069,"206 MINOR AV N, SEATTLE, WA   98109",47,Times Lot #15,Self park location,Self park location,Self park location,SURFACE LOT,3,3,,10,,Standard Parking Plus,(206) 381-8552,,,N,SEATTLE TIMES LOT,0,,,,,-122.3325935,47.6199718
284,165552,"601 UNION ST, SEATTLE, WA   98101",1031,Union Square Garage,6:00am - 12:00am,8:00am - 1:00am,10:00am - 12:00am,GARAGE,,15,19,35,,Standard Parking Plus,(206) 447-5664,,,N,TWO UNION SQUARE,,,,,,-122.3320623,47.61042519
285,596077,"721 PINE ST, SEATTLE, WA   98101",800,7th & Pike/Hyatt Garage,24 hours,24 hours,24 hours,GARAGE,,10,12,30,,Standard Parking Plus,(206) 642-1451,,,N,7TH & PIKE HOTEL GARAGE,,,,,,-122.3332979,47.61275353
286,2000010,"525 S JACKSON ST, SEATTLE, WA 98104",34,Bank of America Intl  Banking #81963,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3267436,47.59897583
287,2000017,,77,Cinerama #81097,Self park location,Self park location,Self park location,SURFACE LOT,4.9,9.8,12.2,14.65,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3401353,47.61399599
288,633169,"670 TERRY AV N, SEATTLE, WA 98109",166,Conoco Phillips Parking,24 Hours,24 Hours,24 Hours,SURFACE LOT,9.76,9.76,,21.96,,Standard Parking Plus,(206) 381-8552,,,N,CONOCO PHILLIPS LOT,0,,,,,-122.3374201,47.62526711
289,2000015,,784,AMAZON PHASE 4 #81877,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-2727 EXT 225,,,N,Standard,,,,,,-122.3361805,47.62178439
290,602971,"2200 WESTLAKE AV, SEATTLE, WA   98121",414,Westlake Garage,6:30am - 11:00pm,6:30am - 1:00am,7:30am - 11:00pm,GARAGE,7.5,11,15.5,43,,Standard Parking Plus,(206) 356-2936,,,N,2200 WESTLAKE GARAGE,0,,,,,-122.3372851,47.61782592
291,596061,"200 9TH AV N, SEATTLE, WA   98109",42,220 9th Avenue N. Lot - 9th & John Lot,24 Hours,24 Hours,24 Hours,SURFACE LOT,9.76,9.76,,24.4,,Standard Parking Plus,(206) 381-8552,,,N,9TH & JOHN LOT,0,,,,,-122.3393911,47.62002132
292,602978,"1255 HARRISON ST, SEATTLE, WA   98109",70,Pemco Lot,6:30am - 9:30pm,7:00am - 8:00pm,7:00am - 8:00pm,SURFACE LOT,5,5,,16,,Standard Parking Plus,,(206) 381-8552,,N,PEMCO LOT,0,,,,,-122.3311909,47.62148848
293,596049,"714 DENNY WY, SEATTLE, WA   98109",100,Murata Lot,24 Hours,24 Hours,24 Hours,SURFACE LOT,1.2,2.45,3.65,,,Standard Parking Plus,(206) 381-8552,,,N,MURATA LOT,0,,,,,-122.342946,47.61873249
294,637801,"101 WESTLAKE AV N, SEATTLE, WA   98109",26,Discovery Center Lot,24 Hours,24 Hours,24 Hours,SURFACE LOT,3,3,5,,,Standard Parking Plus,(206) 381-8552,,,N,STANDARD,0,,,,,-122.3388411,47.61887168
295,611427,"1191 2ND AV, SEATTLE, WA   98101",392,Second & Seneca Garage,7am - 9pm,CLOSED,CLOSED,GARAGE,10,19,,33,,Standard Parking Plus,(206) 521-2707,,,N,SECOND & SENECA GARAGE,0,,,,,-122.3367388,47.60613728
296,656512,"1601 5TH AVE, SEATTLE, WA 98101",256,Westlate Tower,,,,GARAGE,9,14,16,30,,Republic Parking Northwest,,,,N,,,,,,,-122.3371716,47.61192415
297,607292,"2815 2ND AV, SEATTLE, WA   98121",163,Bay Vista Garage,6:30am - 6:00pm,CLOSED,CLOSED,GARAGE,3,6,,12,3,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.351409,47.61706439
298,613240,"1301 2ND AV, SEATTLE, WA   98101",698,WAMU Center,5:30am-10am,9am-12am,10am-10pm,GARAGE,7,12,,24,25,Republic Parking Northwest,,,,N,REPUBLIC - WAMU CENTER,0,,,,,-122.3377682,47.60740144
299,76137,"2801 WESTERN AV, SEATTLE, WA   98121",122,,,,,GARAGE,4,4,,12,1,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3533508,47.61565749
300,76121,"1524 2ND AV, SEATTLE, WA   98101",28,,6pm - 6am,24 hours,24 hours,SURFACE LOT,6,6,,12,,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3594297,47.63312788
301,2000020,"211 LENORA, SEATTLE, WA 98121",102,211 Lenora,Self park location,Self park location,Self park location,GARAGE,,,,,,Republic Parking Northwest,,,,N,,,,,,,-122.3423777,47.61245502
302,602987,"525 DEXTER AV N, SEATTLE, WA   98109",16,Bozotronics Lot,24 Hours,24 Hours,24 Hours,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,N,523 DEXTER AV N,0,,,,,-122.342847,47.62389248
303,611425,"320 WESTLAKE AV N, SEATTLE, WA   98109",452,Westlake &Terry,24 Hours,24 Hours,24 Hours,SURFACE LOT,4.88,6.1,,,,Standard Parking Plus,(206) 381-8552,,,N,WESTLAKE & TERRY,0,,,,,-122.3381369,47.62131109
304,2000025,,94,MERCER & WESTLAKE #81386,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3393689,47.62394789
305,633165,"2201 9TH AV, SEATTLE, WA   98121",327,2201 Westlake Parking,6:20am - 10:00pm,10:00am - 10:00pm,11:00am - 8:00pm,GARAGE,7.32,7.32,10.98,42.7,,Standard Parking Plus,(206) 623-2727,,,N,2201 9TH AVENUE LOT,0,,,,,-122.3390836,47.61810514
306,2000013,,409,AMAZON PHASE 1A #81865,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-3405,,,N,Standard,,,,,,-122.3368589,47.62230947
307,596050,"301 8TH AV N, SEATTLE, WA   98109",18,KC Library S. - 8th & Thomas,24 Hours,24 Hours,24 Hours,SURFACE LOT,6,6,,15,,Standard Parking Plus,(206) 381-8552,,,Y,,0,,,,,-122.341282,47.6210312
308,596046,"1300 MADISON ST, SEATTLE, WA   98104",44,First Hill Plaza,24 Hours,24 Hours,24 Hours,SURFACE LOT,7,10,,12,,Standard Parking Plus,(206) 381-8552,,,N,FIRST HILL PLAZA GARAGE,0,,,,,-122.3225876,47.61074136
309,596082,"520 PIKE ST, SEATTLE, WA   98101",260,520 Pike Garage,6:00am-8:00pm,6:00am-8:00pm,6:00am-8:00pm,GARAGE,8,11,14,30,,Standard Parking Plus,(206) 442-4337,,,N,520 PIKE TOWER GARAGE,0,,,,,-122.3349357,47.6112528
310,602972,"415 6TH AV, SEATTLE, WA   98104",824,Goat Hill Garage(#81250),5:30am-9:30pm,CLOSED,CLOSED,GARAGE,12,16,18,,,Standard Parking Plus,(206) 652-0849,,,N,GOAT HILL GARAGE,0,,,,,-122.3274848,47.60330383
311,2000018,,115,City Light Lot #41841,Self park location,Self park location,Self park location,SURFACE LOT,3,10,10,10,,Standard Parking Plus,(206) 381-8552,,,N,Standard,,,,,,-122.3326252,47.61902213
312,521166,"901 5TH AV, SEATTLE, WA 98164",241,901 5th Avenue Garage,7:00am - 7:00pm,8:00am - 1:00pm,Closed,GARAGE,10,13,,35,,Standard Parking Plus,(206) 622-3813,,,N,,0,,,,,-122.3316484,47.60615637
313,2000023,,152,AMAZON PHASE 1B #81866,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-2727 EXT 225,,,N,Standard,,,,,,-122.3380881,47.62402558
314,639408,"50 LENORA ST, SEATTLE, WA   98101",53,Lenora,24 hours,24 hours,24 hours,SURFACE LOT,6,6,9,21,3,Republic Parking Northwest,,,,N,REPUBLIC - LENORA LOT,0,,,,,-122.3456923,47.61051793
315,614641,"2333 WESTERN AV, SEATTLE, WA   98121",22,Mars Hill Church,24 hours,24 hours,24 hours,SURFACE LOT,5,5,7,14,,Republic Parking Northwest,,,,N,REPUBLIC - MARS HILL CHURCH LOT,0,,,,,-122.3487322,47.61317324
316,639409,"50 BLANCHARD ST, SEATTLE, WA   98101",77,Blanchard,,,,GARAGE,,,,,,Republic Parking Northwest,,,,N,REPUBLIC - BLANCHARD LOT,0,,,,,-122.3464061,47.61193028
317,76128,"2312 1ST AV, SEATTLE, WA   98121",56,,24 hours,24 hours,24 hours,SURFACE LOT,8,8,14,20,1,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3467028,47.61384309
318,76120,"1422 ALASKAN WY, SEATTLE, WA   98101",147,Hillclimb Garage,10:00am - 6:00pm,9:00am - 8:00pm,9:00am - 6:00pm,GARAGE,3,6,9,18,2,Republic Parking Northwest,,,,N,HILLCLIMB GARAGE,21,Y,0,0,08/03/2017 06:13:40 PM +0000,-122.3413972,47.60791327
319,619330,"818 STEWART ST, SEATTLE, WA   98101",225,818 Stewart,6:00am - 7:00pm,Closed,Closed,GARAGE,12,14,18,40,6,Republic Parking Northwest,,,,N,REPUBLIC - 818 STEWART,0,,,,,-122.3350313,47.61566876
320,76135,"9 Wall Street, SEATTLE, WA   98121",1511,30-028 Bell Street Pier Garage,6:00am - 12:00am,6:00am - 1:00am,6:00am - 12:00am,GARAGE,5,8,12,22,14,Republic Parking Northwest,(206) 443-1793,,,N,BELL ST PIER,18,N,1025,1025,08/03/2017 06:13:07 PM +0000,-122.3489653,47.61233659
321,642344,"1918 8TH AV, SEATTLE, WA   98101",402,1918 Eighth,6:00am - 7:00pm,6:00am - 7:00pm,6:00am - 7:00pm,GARAGE,12,14,18,40,,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3358031,47.61539474
322,519375,"130 5TH AV N, SEATTLE, WA   98109",37,,24 hours,24 hours,24 hours,SURFACE LOT,7,7,10,18,1,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3472067,47.61957577
323,608878,"2901 WESTERN AV, SEATTLE, WA   98121",51,Olympic Sculpture Park,24 hours,24 hours,24 hours,,6,6,8,22,,Republic Parking Northwest,,,,N,REPUBLIC - OLYMPIC SCULPTURE PARK,0,,,,,-122.3538516,47.61634486
324,637746,"401 5TH AV N, SEATTLE, WA   98109",265,Memorial Stadium,24 hours,24 hours,24 hours,SURFACE LOT,10,12,17,25,6,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3499475,47.62324355
325,555353,"2311 2ND AV, SEATTLE, WA   98121",20,,24 hours,24 hours,24 hours,SURFACE LOT,6,6,9,15,,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3463013,47.61407606
326,76130,"121 1ST AV N, SEATTLE, WA   98109",30,,24 hours,24 hours,24 hours,SURFACE LOT,4,4,12,12,1,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3558841,47.61927362
327,76129,"2012 2ND AV, SEATTLE, WA   98101",45,Commodore Garage,24 hours,24 hours,24 hours,GARAGE,6,6,9,18,,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3420103,47.61229704
328,76155,"525 2ND AV W, SEATTLE, WA   98119",30,,24 hours,24 hours,24 hours,SURFACE LOT,3,3,,10,1,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3597022,47.62411637
329,603197,"1501 4TH AV, SEATTLE, WA 98101",264,Century Square,7:00am - 10:00pm,9:00am - 10:00pm,10:00am - 8:00pm,GARAGE,8,13,17,29,,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3374533,47.61022138
330,76118,"1101 WESTERN AV, SEATTLE, WA   98101",132,,24 hours,24 hours,24 hours,SURFACE LOT,8,16,24,36,1,Republic Parking Northwest,,,,N,REPUBLIC,0,,,,,-122.3386942,47.60515678
331,587227,"1619 3RD AVE, SEATTLE, WA 98101",754,3rd and Stewart Garage,5:30am - 12:00am,7:00am - 12:00am,9:00am - 8:00pm,GARAGE,8,14,18,36,14,Republic Parking Northwest,(206) 783-4144,,,N,3RD & STEWART,6,N,370,370,08/03/2017 06:13:07 PM +0000,-122.339466,47.61100694
332,673394,"65 LENORA ST, SEATTLE, WA 98121",412,Market Place Garage,5:30am - 12:30am,7:00am - 1:30am,8:00am - 11:30pm,GARAGE,6,16,18,26,,Republic Parking Northwest,(206) 787-1266,,,N,,,,,,,-122.3448588,47.61082446
333,670321,"1400 2ND AVE, SEATTLE, WA 98101",506,30-592 2nd and Union,6:00am - 12:00am,8:00am - 2:00am,8:00am - 2:00am,GARAGE,6,12,17,26,,Republic Parking Northwest,(206) 264-8444,,,N,,,,,,,-122.3379462,47.60875575
334,677040,"1527 15TH AVE, SEATTLE, WA 98112",12,,,,,,,,,,,,,,,N,,,,,,,-122.3131492,47.61506074
335,655973,"415 1ST AVE N # 200, SEATTLE, WA 98109-4744",140,,,,,,,,,,,,,,,N,,,,,,,-122.3558944,47.62300101
336,12580,"1964 4TH AVE S, SEATTLE, WA 98134",85,,,,,,,,,,,,,,,N,,,,,,,-122.3282613,47.5842036
337,670305,"600 BROADWAY # 128, SEATTLE, WA 98122-5381",355,,,,,,,,,,,,,,,N,,,,,,,-122.3201331,47.60778442
338,657255,"2222 CALIFORNIA AVE SW, SEATTLE, WA 98116",30,,,,,,,,,,,,,,,N,,,,,,,-122.3859932,47.58324155
339,654018,"1401 MADISON ST, SEATTLE, WA 98104",53,,,,,,,,,,,,,,,N,,,,,,,-122.321252,47.61065142
340,684556,"1201 9TH AVE, SEATTLE, WA 98101",275,,,,,,,,,,,,,,,N,,,,,,,-122.3292187,47.60999514
341,672193,"303 S MICHIGAN ST, SEATTLE, WA 98108",35,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.330299,47.54487549
342,668483,"6020 AIRPORT WAY S, SEATTLE, WA 98108",35,,,,,SURFACE LOT,2,2,5,,,,,,,N,,,,,,,-122.3161036,47.54900598
343,4572,"737 N 34TH ST, SEATTLE, WA 98103",31,,,,,,,,,,,,,,,N,,,,,,,-122.3482332,47.6491216
344,681148,"1515 14TH AVE, SEATTLE, WA 98122",76,,,,,,,,,,,,,,,N,,,,,,,-122.3144054,47.61461214
345,76140,"8580 GREENWOOD AVE N, SEATTLE, WA 98103",189,,,,,,,,,,,,,,,N,,,,,,,-122.3548788,47.69226174
346,523313,"4114 45TH AVE S, SEATTLE, WA   98118",100,,,,,,,,,,,,,,,Y,WILLIS & SONS,0,,,,,-122.2765115,47.56592375
347,524268,"4208 RAINIER AVE S, SEATTLE, WA   98118",140,,,,,,,,,,,,,,,N,SAVER FURNITURE,0,,,,,-122.2878111,47.56514344
348,684560,"800 5TH AVE, SEATTLE, WA 98104",496,,,,,,,,,,,,,,,N,,,,,,,-122.3302789,47.60572941
349,684559,"501 2ND AVE, SEATTLE, WA 98104",252,,,,,,,,,,,,,,,N,,,,,,,-122.3328183,47.60192022
350,653863,"1763 4TH AVE S, SEATTLE, WA 98134",34,,,,,,,,,,,,,,,N,,,,,,,-122.329389,47.58638436
351,596092,"2300 8TH AVE, SEATTLE, WA 98121",23,,,,,,,,,,,,,,,N,,,,,,,-122.3404554,47.61833877
352,656671,"1260 MERCER ST, SEATTLE, WA 98109",173,,,,,,,,,,,,,,,N,,,,,,,-122.3315728,47.6243989
353,704193,"2213 8TH AVE, SEATTLE, WA 98121",62,,,,,,,,,,,,,,,N,,,,,,,-122.340213,47.61746976
354,685247,"500 9TH AVE N, SEATTLE, WA 98109",545,,,,,,,,,,,,,,,N,,,,,,,-122.3394067,47.62383531
355,701366,"5208 20TH AVE NW, SEATTLE, WA 98107",45,,,,,,,,,,,,,,,N,,,,,,,-122.381912,47.66701391
356,705408,"121 TAYLOR AVE N, SEATTLE, WA 98109",28,,,,,,,,,,,,,,,N,,,,,,,-122.3467058,47.61889622
357,165553,"325 9TH AVE N, SEATTLE, WA 98109",1200,,,,,,,,,,,,,,,N,,,,,,,-122.3401499,47.62154112
358,670307,"1101 MADISON ST, SEATTLE, WA 98104-1306",1025,,,,,,,,,,,,,,,N,,,,,,,-122.3242528,47.60920588
359,695093,"1300 E MADISON ST, SEATTLE, WA 98122-4059",34,,,,,,,,,,,,,,,N,,,,,,,-122.3152767,47.61374636
360,682950,"2203 1ST AVE S, SEATTLE, WA 98134",44,,,,,,,,,,,,,,,N,,,,,,,-122.3346691,47.58365117
361,690382,"601 S WASHINGTON ST, SEATTLE, WA 98104",40,,,,,,,,,,,,,,,N,,,,,,,-122.3257046,47.60071268
362,595312,"3900 S OTHELLO ST, SEATTLE, WA 98118",31,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.2830774,47.53747404
363,701346,"701 8TH AVE S, SEATTLE, WA 98104",78,,,,,,,,,,,,,,,N,,,,,,,-122.3228342,47.59624912
364,654008,"747 BROADWAY, SEATTLE, WA 98122",575,,,,,,,,,,,,,,,N,,,,,,,-122.3219276,47.60884203
365,656126,"345 BOREN AVE N, SEATTLE, WA 98109",784,,,,,,,,,,,,,,,N,,,,,,,-122.3362429,47.62180213
366,584403,"222 YALE AVE N, SEATTLE, WA 98109",365,,,,,,,,,,,,,,,N,,,,,,,-122.3302738,47.61999585
367,683119,"1401 E MADISON ST, SEATTLE, WA 98102",45,,,,,,,,,,,,,,,N,,,,,,,-122.3139245,47.61383575
368,17412,"700 6TH AVE S, SEATTLE, WA 98104",14,,,,,,,,,,,,,,,N,,,,,,,-122.325997,47.59603011
369,654010,"601 BROADWAY, SEATTLE, WA 98122",224,,,,,,,,,,,,,,,N,,,,,,,-122.3211035,47.6077827
370,654015,"550 16TH AVE, SEATTLE, WA 98122",19,,,,,,,,,,,,,,,N,,,,,,,-122.3110848,47.6070186
371,684468,"801 WESTERN AVE, SEATTLE, WA 98104",47,,,,,,,,,,,,,,,N,,,,,,,-122.3365586,47.60284184
372,701367,"5216 BALLARD AVE NW, SEATTLE, WA 98107",66,,,,,,,,,,,,,,,N,,,,,,,-122.3825983,47.66628931
373,684664,"140 4TH AVE N, SEATTLE, WA 98109",490,,,,,,,,,,,,,,,N,,,,,,,-122.3485722,47.61915331
374,695094,"100 W MERCER ST, SEATTLE, WA 98119-3930",38,,,,,,,,,,,,,,,N,,,,,,,-122.3582382,47.62477997
375,699117,"500 S LANDER ST, SEATTLE, WA 98134",80,,,,,,,,,,,,,,,N,,,,,,,-122.3270693,47.58109734
376,654012,"601 MINOR AVE, SEATTLE, WA 98104",987,,,,,,,,,,,,,,,N,,,,,,,-122.3225284,47.60697724
377,684562,"1000 4TH AVE, SEATTLE, WA 98104",150,,,,,,,,,,,,,,,N,,,,,,,-122.3329683,47.60648528
378,673489,"7100 M L KING JR WAY S, SEATTLE, WA 98118",31,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.2814565,47.53867383
379,703050,"1301 6TH AVE, SEATTLE, WA 98101",520,,,,,,,,,,,,,,,N,,,,,,,-122.3333702,47.60946292
380,695091,"1600 EASTLAKE AVE E, SEATTLE, WA 98102-3709",18,,,,,,,,,,,,,,,N,,,,,,,-122.3251255,47.63408441
381,576755,"1634 19TH AVE, SEATTLE, WA 98122",35,,,,,,,,,,,,,,,N,,,,,,,-122.3070563,47.61644644
382,17658,"537 YESLER WY, SEATTLE, WA   98104",30,,,,,,,,,,,,,,,N,MERCHANTS PARKING ASSOC,0,,,,,-122.3266012,47.60138129
383,678059,"2203 EASTLAKE AVE E, SEATTLE, WA 98102",8,,,,,,,,,,,,,,,N,,,,,,,-122.3263052,47.63837743
384,625098,"1401 LEARY WAY NW, SEATTLE, WA 98117",32,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3743909,47.66327219
385,690565,"1100 NE 45TH ST, SEATTLE, WA 98115",78,45th St Plaza,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3162467,47.66158258
386,690563,"6300 9TH AVE NE, SEATTLE, WA 98115",55,Seattle Healing Arts,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.318097,47.67436542
387,673071,"6801 ROOSEVELT WAY NE, SEATTLE, WA 98115",155,Calvary Christian Church,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3194905,47.67841666
388,690566,"7300 ROOSEVELT AVE NE, SEATTLE, WA 98115",125,Roosevelt Safeway,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3167524,47.68216846
389,690567,"1700 NE 45TH ST, SEATTLE, WA 98115",12,Key Bank Wallingford,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.309667,47.66015861
390,644074,"523 BROADWAY E, SEATTLE, WA 98102",346,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3212023,47.62376966
391,625125,"601 ROY ST, SEATTLE, WA   98109",52,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3445617,47.62519044
392,580602,"324 BROADWAY E, SEATTLE, WA   98102",11,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3205187,47.62184997
393,645751,"2811 E MADISON ST, SEATTLE, WA   98112",10,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.2955613,47.62364253
394,677161,"625 BOREN AVE N, SEATTLE, WA 98109",216,Terry & Valley Lot,24 Hours,24 Hours,24 Hours,SURFACE LOT,9.76,9.76,,21.96,,,,,,N,,,,,,,-122.3364399,47.62537997
395,667099,"624 YALE AVE N, SEATTLE, WA 98109",15,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.33062,47.62488641
396,667142,"617 EASTLAKE AVE E, SEATTLE, WA 98109",75,,,,,,,,,,,,,,,N,,,,,,,-122.3300657,47.62488019
397,678597,"611 PONTIUS AVE N, SEATTLE, WA 98109",7,,,,,,,,,,,,,,,N,,,,,,,-122.3321074,47.62459037
398,641230,"601 AURORA AV N, SEATTLE, WA   98109",20,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3440848,47.62494743
399,668513,"400 MERCER ST, SEATTLE, WA 98109",74,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3484314,47.62476298
400,76116,"200 W MERCER ST, SEATTLE, WA 98119",278,,6:30am - 6:30 pm,,,GARAGE,5,7,10,20,,,,,,N,,,,,,,-122.3596531,47.62497442
401,639334,"613 FAIRVIEW AV N, SEATTLE, WA   98109",29,Castle Superstore Parking,24 Hours,24 Hours,24 Hours,SURFACE LOT,9.76,9.76,,21.96,,,,,,Y,STANDARD,0,,,,,-122.3348556,47.6251553
402,669636,"785 5TH AVE N, SEATTLE, WA 98109",50,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3479369,47.62610165
403,582911,"14 MERCER ST, SEATTLE, WA 98109",61,,,,,,,,,,,,,,,N,,,,,,,-122.3558091,47.6248547
404,593920,"10 MERCER ST, SEATTLE, WA   98109",7,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3561915,47.62506354
405,582531,"802 ROY ST, SEATTLE, WA 98109",165,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3408388,47.62590782
406,693812,"701 9TH AVE N, SEATTLE, WA 98109",41,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3401317,47.62557198
407,625113,"425 2ND AV W, SEATTLE, WA   98119",28,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3595426,47.62279256
408,625109,"415 1ST AV W, SEATTLE, WA   98119",77,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3558944,47.62300101
409,635157,"401 2ND AV W, SEATTLE, WA   98119",42,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3596283,47.62237833
410,593919,"318 5TH AV N, SEATTLE, WA   98109",53,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3472018,47.62167891
411,584695,"220 W HARRISON ST, SEATTLE, WA   98119",37,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.360377,47.62229686
412,694994,"325 1ST AVE N, SEATTLE, WA 98109",40,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3558632,47.62192702
413,643028,"1732 4TH AV S, SEATTLE, WA   98134",108,,,,,,,,,,,,,,,Y,,0,,,,,-122.3283659,47.58720013
414,661873,"100 REPUBLICAN ST, SEATTLE, WA 98109",274,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3545515,47.62361404
415,97069,"516 W HARRISON ST, SEATTLE, WA 98109",841,5th Ave N Garage,24 Hours,24Hours,24 Hours,GARAGE,5,10,12,24,,,,,,N,,,,,,,-122.3470786,47.62230811
416,614869,"1000 DEXTER AV N, SEATTLE, WA   98109",576,,7:00am - 7:00pm,Closed,Closed,,4,6,8,14,,,,,,N,IMPARK,0,,,,,-122.3421233,47.62817059
417,625376,"1505 WESTLAKE AV N, SEATTLE, WA   98109",445,West Lake Union Center,7:00am - 7:00pm,CLOSED,CLOSED,,6,8,10,14,,,,,,N,IMPARK,0,,,,,-122.3417131,47.63263605
418,628638,"5433 LEARY AV NW, SEATTLE, WA   98107",28,Ballard Landmark,6:00am - 12:00am,6:00am - 12:00am,6:00am - 12:00am,GARAGE,1,2,4,,,,,,,N,REPUBLIC - BALLARD LANDMARK,0,,,,,-122.3834887,47.66740803
419,683879,"1260 REPUBLICAN ST, SEATTLE, WA 98102",10,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3308523,47.62336481
420,670831,"501 EASTLAKE AVE E, SEATTLE, WA 98109",173,,5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,,,,,,,,,,,N,,,,,,,-122.3295951,47.623334
421,670828,"500 YALE AVE N, SEATTLE, WA 98109",131,,5:00am - 10:00pm,5:00am - 10:00pm,5:00am - 10:00pm,,,,,,,,,,,N,,,,,,,-122.3302839,47.62323013
422,704190,"400 FAIRVIEW AVE N, SEATTLE, WA 98109",418,400 Fairview - Lot #122,,,,,6,9,12,26,,,,,,N,,,,,,,-122.333902,47.62251056
423,625123,"401 EASTLAKE AV E, SEATTLE, WA   98102",28,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3294151,47.6221507
424,595353,"500 PONTIUS AV N, SEATTLE, WA   98121",73,,,,,SURFACE LOT,,,,,2,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3313832,47.62340203
425,645728,"414 MINOR AV N, SEATTLE, WA 98109",53,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3326425,47.62239365
426,635166,"411 EASTLAKE AV E, SEATTLE, WA   98109",26,,,,,SURFACE LOT,,,,,,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3294798,47.62246265
427,593948,"530 BROAD ST, SEATTLE, WA   98121",40,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3464846,47.62189914
